business_date,farecard_id,tap_on_time,origin,tap_off_time,destination,fare,concession
2023-10-03,JA6YFM3648,06:25,Pickering,08:59,Union Station,4.77,adult
2023-12-20,UZL85HAI7S,07:56,Yorkdale,08:33,Union Station,8.3,student
2023-02-24,NTFY28VUCY,08:19,Yorkdale,08:19,Union Station,7.88,senior
2023-02-02,2KU3STPEJL,06:32,Brampton,07:31,Union Station,10.19,senior
2023-05-09,N5IQONDW6F,08:32,Brampton,08:58,Union Station,6.62,senior
2023-11-01,P7N2J7OGXR,07:16,Hamilton,08:26,Union Station,12.15,adult
2023-06-14,LAGSTLH8MV,08:26,Yorkdale,08:50,Union Station,7.04,senior
2023-02-15,RSU1RG6PHY,08:46,Pickering,08:55,Union Station,7.0,adult
2023-05-30,AKS5I4SJP9,07:45,Union Station,08:52,Union Station,11.73,student
2023-09-26,SHO4M246OO,07:24,Pickering,08:25,Union Station,9.93,adult
2023-08-17,ADVX64ZOGF,07:39,Hamilton,07:53,Union Station,4.09,student
2023-01-18,OPP2S08W08,08:31,Yorkdale,08:32,Union Station,5.94,adult
2023-10-04,N5J15R5BKT,06:27,Oakville,07:36,Union Station,7.79,student
2023-04-26,B6TJIT6SG7,06:23,Bloor,08:27,Union Station,13.38,student
2023-12-03,R4JM8VVQVE,08:21,Scarborough,08:53,Union Station,10.15,adult
2023-06-17,EBPTXRNDMN,07:04,Yorkdale,07:18,Union Station,8.84,student
2023-03-14,QACFLFYT6U,08:28,Hamilton,08:52,Union Station,7.75,adult
2023-09-21,34QLYA6TJ0,07:57,Union Station,08:19,Union Station,13.65,adult
2023-12-19,PM3H2OWKGG,07:12,Scarborough,07:35,Union Station,3.99,senior
2023-04-10,NB2PCI1XL2,06:37,Bloor,07:10,Union Station,3.59,student
2023-03-11,ET7F8IT3R7,08:49,Oakville,08:53,Union Station,6.85,senior
2023-06-04,SNPJ07U3J4,07:20,Oakville,08:00,Union Station,4.14,student
2023-10-02,2NXFR5DC5A,06:31,Union Station,06:40,Union Station,10.47,senior
2023-08-13,UU540LGXX5,08:18,Bloor,08:55,Union Station,7.07,senior
2023-06-21,6URKXUL8HC,08:32,Yorkdale,08:38,Union Station,14.57,senior
2023-07-09,DQHQ27TSUH,07:14,Oakville,07:53,Union Station,9.37,adult
2023-10-30,YPF1KU4NJD,06:17,Bloor,07:33,Union Station,5.22,student
2023-07-10,HKHQ3FTB8T,08:26,Brampton,08:50,Union Station,12.8,student
2023-02-25,MU9Q9LU8Y6,08:47,Yorkdale,08:49,Union Station,12.96,adult
2023-04-19,Z3WU59V89M,06:49,Scarborough,07:21,Union Station,10.87,senior
2023-07-02,1KQF6PBAX3,07:14,Oakville,07:57,Union Station,7.31,adult
2023-04-26,1B6OQ77YWP,06:36,Union Station,07:20,Union Station,6.16,adult
2023-12-15,X0YQGVTSBT,08:25,Hamilton,08:59,Union Station,9.76,adult
2023-07-13,KK510103NU,06:30,Brampton,06:54,Union Station,10.89,student
2023-01-18,YAUCUZS2F0,06:30,Union Station,07:09,Union Station,9.51,adult
2023-04-12,0HGNZPQQY2,06:17,Oakville,08:13,Union Station,4.39,senior
2023-01-12,2OO1DIA7YP,06:54,Brampton,08:26,Union Station,12.41,adult
2023-05-08,ZLXA09R1XR,06:56,Pickering,08:19,Union Station,14.5,student
2023-10-16,D0A80ZQVTH,06:19,Pickering,06:20,Union Station,8.77,adult
2023-01-11,M48Q4E0VS9,07:12,Union Station,08:32,Union Station,4.62,senior
2023-08-14,M2HL39AH6L,07:23,Brampton,07:43,Union Station,11.94,senior
2023-08-26,0JBMFZEG9L,08:00,Union Station,08:58,Union Station,13.65,student
2023-12-02,Y6NZ6RL2NP,07:50,Bloor,07:50,Union Station,5.52,student
2023-09-22,RQ9VGBUNJY,08:06,Scarborough,08:23,Union Station,12.75,student
2023-07-31,OR7VLSAVSO,08:15,Union Station,08:35,Union Station,4.05,adult
2023-04-25,L6CRGUOHSH,07:46,Yorkdale,08:08,Union Station,12.07,senior
2023-01-01,EXXMY6P2RJ,06:31,Yorkdale,08:39,Union Station,12.28,student
2023-04-16,F0HJJQ24S4,08:42,Yorkdale,08:53,Union Station,13.78,senior
2023-03-06,FR312SHQFQ,08:55,Scarborough,08:59,Union Station,13.37,student
2023-10-13,W1U4LF0SWL,08:36,Yorkdale,08:51,Union Station,13.09,adult
2023-08-07,1FIN9CS8BH,07:57,Bloor,08:23,Union Station,8.83,senior
2023-07-28,OR27XU7T0K,06:59,Oakville,08:27,Union Station,12.07,senior
2023-07-02,ZUVEEVHJJN,08:48,Yorkdale,08:58,Union Station,9.58,student
2023-06-11,BNFKKSWGPS,06:01,Hamilton,08:08,Union Station,7.56,adult
2023-02-17,TUDC2QCVI3,08:05,Yorkdale,08:45,Union Station,13.18,adult
2023-08-22,GOMLRQX6R7,06:01,Pickering,07:45,Union Station,13.68,senior
2023-05-29,1JBK4P8MRE,07:05,Hamilton,08:02,Union Station,4.14,senior
2023-11-19,6RIEGPUOOU,08:32,Oakville,08:54,Union Station,10.7,senior
2023-08-05,4I9J6K68DB,07:23,Hamilton,08:28,Union Station,8.79,student
2023-10-05,AZCRBV9ETR,08:42,Pickering,08:51,Union Station,10.78,student
2023-07-28,ZKZ1V11SGD,08:59,Hamilton,08:59,Union Station,4.4,senior
2023-10-31,88GHPU13BT,08:48,Brampton,08:54,Union Station,14.94,student
2023-11-19,J5KZQSKMQJ,06:29,Oakville,08:56,Union Station,14.06,adult
2023-06-23,SG6SHLFTV9,08:22,Yorkdale,08:32,Union Station,11.47,adult
2023-03-15,52BF78USF0,06:20,Brampton,07:02,Union Station,14.35,adult
2023-09-03,4R5LLGIADK,07:00,Bloor,08:50,Union Station,12.14,adult
2023-12-17,VOI07B2VLK,07:35,Yorkdale,07:50,Union Station,14.02,senior
2023-12-31,L5VP7T62Z7,07:05,Yorkdale,07:23,Union Station,9.39,senior
2023-01-16,5FVP6SR58Z,06:03,Bloor,08:25,Union Station,7.27,senior
2023-04-19,6NGDW93XOE,07:00,Oakville,08:32,Union Station,7.74,student
2023-07-19,HL7NLGSMHU,06:53,Bloor,07:36,Union Station,4.15,adult
2023-11-11,NIPHPEWOTO,06:29,Hamilton,07:25,Union Station,4.25,adult
2023-05-20,3775XZ035F,06:51,Pickering,06:51,Union Station,10.7,student
2023-08-18,S5QWW7QB63,08:39,Hamilton,08:55,Union Station,6.15,student
2023-11-13,FMDGX3OIQW,06:32,Union Station,08:34,Union Station,8.01,senior
2023-04-19,7I0PXYBWA5,08:58,Bloor,08:58,Union Station,11.37,student
2023-06-01,TGR5DSDBST,08:23,Yorkdale,08:24,Union Station,9.2,adult
2023-10-07,3DI5Q9Z03O,08:59,Oakville,08:59,Union Station,10.33,student
2023-04-18,81BVV69C5G,07:53,Union Station,08:53,Union Station,9.17,adult
2023-01-07,SYK6P5Q5JJ,06:09,Scarborough,06:27,Union Station,11.01,adult
2023-10-29,EC27RI6UF0,08:44,Bloor,08:53,Union Station,5.0,adult
2023-09-20,SB7KW8X751,06:01,Union Station,07:43,Union Station,12.62,student
2023-05-15,2251DHYWYX,07:14,Hamilton,07:47,Union Station,9.41,senior
2023-03-07,XKKB6IWHZ2,07:14,Bloor,07:39,Union Station,14.83,adult
2023-02-15,HI1ZK5XKPV,07:30,Scarborough,08:05,Union Station,13.15,senior
2023-10-14,N0VD1FNDWN,06:08,Brampton,08:50,Union Station,11.98,senior
2023-05-25,OZPMTNKZ5Q,06:21,Hamilton,07:53,Union Station,14.35,adult
2023-08-31,JYI6C9E3YH,07:16,Oakville,08:14,Union Station,12.15,senior
2023-09-27,FGWFC3OLLV,07:16,Hamilton,07:45,Union Station,8.12,student
2023-06-09,4BZA0UTSHK,06:30,Bloor,08:51,Union Station,13.72,senior
2023-02-05,M5LCCPP7KS,06:40,Union Station,08:52,Union Station,6.78,adult
2023-05-14,6QSPC5JH5C,08:03,Oakville,08:17,Union Station,11.45,senior
2023-12-02,T8ZPMRHLVT,06:28,Union Station,07:55,Union Station,14.67,senior
2023-06-06,M5O7HJ13BD,06:00,Union Station,07:45,Union Station,14.58,senior
2023-07-11,RCOIT70C67,08:36,Bloor,08:42,Union Station,7.48,student
2023-12-24,VIHXMXEDYE,08:49,Union Station,08:50,Union Station,10.53,student
2023-10-05,2NXFR5DC5A,06:53,Oakville,07:35,Union Station,10.19,adult
2023-04-03,GD2XP3W888,07:47,Oakville,08:47,Union Station,8.37,adult
2023-04-14,8CFD9EGY1S,06:58,Yorkdale,08:40,Union Station,13.39,student
2023-05-19,VQOTNP710O,06:20,Bloor,08:00,Union Station,11.28,student
2023-11-12,5283UMQQI7,08:38,Scarborough,08:39,Union Station,12.02,student
2023-11-03,WI431QF9CL,06:10,Union Station,08:06,Union Station,7.24,senior
2023-11-12,KKE0HXJ7SA,07:55,Union Station,08:15,Union Station,4.18,student
2023-09-30,4VRNGU8J5S,06:58,Scarborough,08:07,Union Station,11.14,senior
2023-02-19,2INUB1Q91T,08:22,Oakville,08:26,Union Station,7.9,adult
2023-10-18,SQY7EQLLXV,07:36,Oakville,07:44,Union Station,10.57,senior
2023-06-30,DTCXU71MT2,06:27,Union Station,06:59,Union Station,5.46,adult
2023-11-19,9BH2S5ZG8R,08:04,Oakville,08:10,Union Station,8.17,student
2023-04-19,3LIHU17XSA,06:49,Yorkdale,08:33,Union Station,6.13,adult
2023-10-12,1PCEA2P14B,08:01,Oakville,08:45,Union Station,4.53,senior
2023-01-29,CY5CJES0QR,06:25,Bloor,06:51,Union Station,14.34,adult
2023-05-19,9NI7R8HZ5R,08:43,Yorkdale,08:49,Union Station,3.5,student
2023-11-21,Y7UQVD8VLC,07:24,Brampton,08:28,Union Station,8.45,adult
2023-12-08,S9SCX4ZH8W,06:34,Bloor,08:56,Union Station,13.57,student
2023-03-12,JSCOFU8DJ2,06:29,Brampton,07:12,Union Station,5.66,senior
2023-04-02,WPSV0DHTAX,07:52,Hamilton,08:26,Union Station,6.23,senior
2023-12-18,XYWVHFGAS9,07:55,Bloor,08:02,Union Station,13.21,senior
2023-10-12,6LNV1M4FJO,06:57,Yorkdale,07:00,Union Station,11.03,senior
2023-08-29,E1B8TZOQYB,08:25,Bloor,08:51,Union Station,7.36,student
2023-11-01,QAL4294219,07:15,Yorkdale,07:51,Union Station,11.95,adult
2023-02-07,2XQM2QXR9W,08:10,Union Station,08:16,Union Station,11.93,senior
2023-10-15,YP8HDIFTW2,08:32,Union Station,08:36,Union Station,10.34,student
2023-06-29,YI68EL22FE,06:03,Yorkdale,08:35,Union Station,4.14,adult
2023-09-25,FMDGX3OIQW,08:07,Pickering,08:28,Union Station,5.8,adult
2023-02-10,FFP4YWZHNY,07:15,Oakville,07:50,Union Station,9.42,student
2023-09-14,XE5GU0MPBY,07:45,Bloor,08:06,Union Station,9.12,adult
2023-06-05,Y8WPN8X6FT,06:29,Yorkdale,07:53,Union Station,9.54,adult
2023-12-16,BT86KMRTYR,07:52,Brampton,08:24,Union Station,5.67,student
2023-09-29,SKOHZZQMLW,07:28,Hamilton,07:52,Union Station,11.17,senior
2023-02-23,O6SCRSLEQC,08:00,Oakville,08:35,Union Station,14.06,student
2023-12-21,0DT62I68NZ,06:53,Hamilton,07:15,Union Station,5.23,student
2023-04-27,MA63DEW04U,08:02,Brampton,08:44,Union Station,14.35,senior
2023-11-14,K9X7T1P0F4,06:28,Scarborough,07:45,Union Station,14.83,student
2023-07-14,7SHN6MVCVZ,08:22,Union Station,08:52,Union Station,10.02,senior
2023-11-24,9KF8SVUIVI,08:00,Scarborough,08:36,Union Station,14.42,adult
2023-08-07,XJSVCQXA73,07:40,Pickering,08:08,Union Station,10.25,student
2023-01-15,OYXR5D5F94,06:48,Scarborough,07:56,Union Station,12.28,adult
2023-03-24,0H3EGI5IU6,06:05,Pickering,07:54,Union Station,8.17,adult
2023-08-01,85VLDXN6FF,08:05,Union Station,08:45,Union Station,7.28,student
2023-07-01,HOOF7DHID8,08:22,Hamilton,08:24,Union Station,3.84,student
2023-07-28,M7DPXHRR55,07:02,Pickering,08:16,Union Station,5.25,senior
2023-09-14,Q1PY6BCP4X,06:43,Scarborough,07:48,Union Station,5.22,senior
2023-11-30,OJ0HZK1W0A,07:27,Oakville,08:29,Union Station,7.7,student
2023-03-09,R4MMUPC130,06:00,Brampton,07:20,Union Station,5.34,student
2023-08-21,WQWXRS1262,07:40,Brampton,07:41,Union Station,10.16,adult
2023-06-30,ICSDXQV89K,06:25,Scarborough,08:19,Union Station,12.2,senior
2023-09-26,AY8ID7F1S4,06:21,Brampton,07:47,Union Station,12.64,senior
2023-01-28,R4LIO0IUB3,07:25,Scarborough,08:58,Union Station,5.64,adult
2023-10-12,LKB5YHZ72T,06:36,Yorkdale,06:47,Union Station,11.86,senior
2023-06-03,85MHZML7M9,07:29,Scarborough,08:47,Union Station,12.11,senior
2023-07-05,8DZ3W88KYB,06:01,Hamilton,06:42,Union Station,8.14,student
2023-07-06,121EFAST8G,06:00,Brampton,07:28,Union Station,4.36,student
2023-04-28,6KSKBGAKPT,08:25,Oakville,08:46,Union Station,8.99,senior
2023-02-13,DR2AL3ZXVU,07:16,Union Station,08:55,Union Station,14.1,student
2023-05-22,RJZK7IRZ4G,06:33,Scarborough,08:27,Union Station,9.94,senior
2023-06-06,3229I2183F,07:27,Yorkdale,08:38,Union Station,10.05,student
2023-09-15,IPTZRNQWRY,08:36,Scarborough,08:45,Union Station,10.38,adult
2023-05-14,O1AHO9PHR4,07:37,Union Station,08:06,Union Station,14.23,adult
2023-11-10,E5420HS6K8,07:31,Scarborough,07:53,Union Station,5.43,senior
2023-01-12,KDLNF9RU6H,06:33,Oakville,08:41,Union Station,4.22,senior
2023-09-21,6BGMW9JIRZ,07:37,Hamilton,07:43,Union Station,7.95,adult
2023-07-31,OLQEJXFS80,06:39,Scarborough,08:31,Union Station,6.59,student
2023-11-01,JHS4MUWIEY,07:41,Yorkdale,08:32,Union Station,13.82,senior
2023-03-30,B5TIVFN5DH,08:20,Union Station,08:27,Union Station,4.03,adult
2023-10-04,U2NHG09XXD,06:22,Scarborough,07:33,Union Station,5.8,adult
2023-01-23,W1T4UXAR0R,08:36,Hamilton,08:41,Union Station,12.59,student
2023-08-06,RJCVFTW4AG,08:07,Pickering,08:39,Union Station,7.13,senior
2023-12-31,MHRG2MJ1SQ,07:04,Pickering,07:47,Union Station,9.83,adult
2023-04-28,6S00WQOXKU,07:29,Scarborough,08:16,Union Station,10.0,student
2023-04-04,NZ4OC0KTCW,06:42,Pickering,08:56,Union Station,9.45,adult
2023-10-07,K59IKZ0SQW,08:34,Hamilton,08:38,Union Station,4.61,student
2023-12-25,O8SD3HEKQZ,07:02,Scarborough,08:03,Union Station,9.73,senior
2023-10-08,Z2CCZ62W84,07:23,Bloor,07:35,Union Station,6.2,student
2023-08-25,27RARD186G,06:02,Scarborough,08:34,Union Station,11.78,student
2023-01-04,QB9WC9LDVG,08:39,Bloor,08:55,Union Station,10.8,adult
2023-07-23,M75ZVZSSYB,07:40,Union Station,08:54,Union Station,3.99,student
2023-08-06,OKMT5JPSD2,08:18,Brampton,08:29,Union Station,10.58,senior
2023-06-16,DP4FQIE6K5,06:38,Yorkdale,08:05,Union Station,14.43,student
2023-11-03,CQ1Y825O8S,06:14,Brampton,06:58,Union Station,14.1,adult
2023-11-11,AMD2SYKNSA,08:10,Yorkdale,08:59,Union Station,10.48,adult
2023-03-31,0QLZ9T96OY,06:32,Yorkdale,07:50,Union Station,11.06,senior
2023-08-17,Z03LIL4VV4,06:10,Scarborough,06:56,Union Station,10.26,adult
2023-04-07,5SE6KFBDF0,08:20,Oakville,08:21,Union Station,11.21,adult
2023-06-01,DPR9SC1WUU,08:53,Oakville,08:59,Union Station,9.96,student
2023-03-23,RWUCP23T9S,07:44,Scarborough,08:35,Union Station,10.51,senior
2023-05-18,4I1S5Q8LK3,07:39,Scarborough,08:38,Union Station,12.3,student
2023-12-17,XBG6DJG74T,07:53,Pickering,07:53,Union Station,4.77,student
2023-09-03,I9UEZDDPGQ,08:00,Oakville,08:26,Union Station,12.92,student
2023-12-23,QFMO2NHYPV,06:46,Oakville,07:02,Union Station,8.59,senior
2023-10-01,8Y1SNGQLVY,06:56,Union Station,07:29,Union Station,3.58,adult
2023-05-06,VNIV971N7O,06:02,Hamilton,06:08,Union Station,5.3,student
2023-10-10,IDHMSFH3PF,07:02,Yorkdale,08:36,Union Station,10.57,adult
2023-02-27,GS88HZZUT6,07:41,Oakville,08:47,Union Station,10.41,senior
2023-03-21,IDNITS025R,06:55,Yorkdale,07:37,Union Station,11.72,adult
2023-09-03,4KZTQ93N6D,06:08,Scarborough,08:24,Union Station,13.08,adult
2023-11-10,OX4MN23INJ,07:16,Union Station,08:05,Union Station,7.6,adult
2023-11-11,RTUV19L8WM,06:33,Hamilton,06:58,Union Station,11.88,adult
2023-05-16,7EVH0DOY6N,06:15,Hamilton,06:18,Union Station,4.31,adult
2023-03-13,AB5MN3PM3L,08:41,Yorkdale,08:46,Union Station,7.06,adult
2023-09-21,3IO854I4X0,07:55,Hamilton,08:06,Union Station,14.43,student
2023-01-23,1TAVXBVC97,08:38,Oakville,08:59,Union Station,5.72,senior
2023-03-20,DAITOQFV6D,07:56,Yorkdale,08:38,Union Station,4.82,adult
2023-08-16,IN7FZKSJ6M,08:30,Oakville,08:52,Union Station,14.28,senior
2023-01-09,9WJCLY3RQ6,07:04,Oakville,08:57,Union Station,9.1,student
2023-11-14,2P390YT30O,07:28,Union Station,07:56,Union Station,6.81,student
2023-07-06,MX17YUA8GR,08:07,Yorkdale,08:30,Union Station,4.7,adult
2023-07-21,B31JSEVX3W,06:41,Pickering,08:20,Union Station,10.56,senior
2023-11-29,1CNW8TYLFJ,06:07,Bloor,08:48,Union Station,14.43,senior
2023-08-25,XKKB6IWHZ2,07:22,Yorkdale,08:14,Union Station,11.82,senior
2023-01-22,2VI9175LRJ,08:58,Bloor,08:59,Union Station,10.7,student
2023-06-20,7L4HF5JYBJ,06:29,Bloor,08:17,Union Station,10.58,student
2023-06-10,7BKNTVVTWU,07:00,Hamilton,08:32,Union Station,10.43,student
2023-01-23,SY6Q64BS09,08:52,Oakville,08:55,Union Station,6.39,adult
2023-11-10,LM87CW7X39,07:18,Bloor,08:02,Union Station,6.45,student
2023-01-04,U1E3M4Y2M9,06:56,Yorkdale,07:03,Union Station,12.42,adult
2023-12-29,361MHG7U86,08:40,Hamilton,08:40,Union Station,6.06,adult
2023-11-19,6TQJFZHVVL,08:15,Oakville,08:59,Union Station,4.26,adult
2023-03-08,C1DDJL9BH1,06:48,Oakville,07:05,Union Station,7.62,adult
2023-12-30,NFLVNSPGVT,08:47,Yorkdale,08:52,Union Station,13.68,senior
2023-08-11,YQY77ETB2P,07:49,Scarborough,07:51,Union Station,13.4,adult
2023-11-01,ZVSGKY6956,08:59,Pickering,08:59,Union Station,3.95,student
2023-11-17,B5MSA6G9KC,07:52,Union Station,08:17,Union Station,9.49,student
2023-03-30,3LWW3KBWF7,07:57,Oakville,08:46,Union Station,3.55,senior
2023-08-17,K4R6W5QP52,08:47,Brampton,08:50,Union Station,12.56,senior
2023-01-04,FS0QSBAK37,07:08,Scarborough,07:28,Union Station,3.62,adult
2023-10-22,6LL8I6F1TX,07:04,Union Station,08:54,Union Station,5.11,student
2023-06-12,TVFI9KBHGQ,06:31,Scarborough,07:17,Union Station,5.66,senior
2023-06-07,L6NZKPTZC6,08:41,Pickering,08:53,Union Station,11.5,adult
2023-09-09,21BQZ342QS,06:59,Oakville,08:26,Union Station,10.52,student
2023-01-07,L30X8VZ4QA,07:24,Union Station,07:54,Union Station,13.71,student
2023-10-24,4U4FQ6ICL3,07:02,Brampton,08:49,Union Station,13.4,adult
2023-09-15,XSWE5L4KNI,08:59,Brampton,08:59,Union Station,14.51,adult
2023-02-26,SUHXQ4U2EM,08:27,Hamilton,08:58,Union Station,4.19,adult
2023-09-08,R6IAU6RCT7,08:26,Yorkdale,08:42,Union Station,11.81,adult
2023-04-18,KL1LPIDLSN,06:24,Brampton,07:44,Union Station,13.09,student
2023-01-08,ZKCH258UKS,06:17,Pickering,06:51,Union Station,3.6,adult
2023-07-07,FIG5Z04JAL,08:06,Brampton,08:35,Union Station,3.68,adult
2023-07-18,8WH80YS3NN,07:17,Oakville,07:32,Union Station,13.78,adult
2023-10-16,F20PS1FD9N,08:46,Hamilton,08:51,Union Station,12.28,student
2023-11-18,714GX7R2JD,06:52,Oakville,06:58,Union Station,12.55,student
2023-06-14,FN1CVLRV6A,08:27,Union Station,08:50,Union Station,12.91,adult
2023-08-14,ZD7FDY5YCU,07:21,Yorkdale,08:52,Union Station,4.24,student
2023-06-09,BQ4LY3CA1C,06:08,Union Station,07:12,Union Station,7.03,senior
2023-06-03,7UKB19N995,07:32,Pickering,08:49,Union Station,8.77,senior
2023-05-24,KSHOYTUMIC,07:22,Scarborough,07:31,Union Station,6.73,adult
2023-02-27,27HOHVGN3X,06:52,Union Station,07:11,Union Station,11.75,adult
2023-04-08,F691YPQVHV,07:07,Union Station,08:15,Union Station,3.97,senior
2023-03-14,Q1PY6BCP4X,08:31,Yorkdale,08:39,Union Station,12.08,senior
2023-08-08,O6EUPHMTAY,06:37,Oakville,07:33,Union Station,11.22,adult
2023-07-29,YVISLBY2Q8,06:34,Pickering,08:25,Union Station,10.62,senior
2023-05-30,37B5D1T40Z,07:46,Brampton,08:01,Union Station,7.98,senior
2023-01-07,NPLX9G3MBB,06:02,Pickering,06:54,Union Station,11.47,student
2023-08-06,579GZ73PEW,08:36,Scarborough,08:49,Union Station,12.78,student
2023-03-14,PMWKQYBFDC,06:41,Scarborough,08:58,Union Station,7.72,senior
2023-10-09,R49KKPELOI,06:53,Bloor,07:49,Union Station,3.97,senior
2023-03-09,U8G1PCG3QB,06:15,Scarborough,07:10,Union Station,6.49,student
2023-01-14,74CHET4XH2,07:19,Union Station,07:46,Union Station,9.48,student
2023-10-21,NFLVNSPGVT,07:44,Oakville,08:36,Union Station,13.5,adult
2023-01-08,CMO5GWJ9T9,06:21,Pickering,08:17,Union Station,8.88,senior
2023-02-06,0760YDWLTG,06:28,Pickering,08:25,Union Station,11.68,senior
2023-06-15,K8CHMWHAL1,08:14,Scarborough,08:44,Union Station,6.71,student
2023-02-28,THDENRX08O,06:04,Yorkdale,07:00,Union Station,6.87,adult
2023-04-05,8MYPMGX7SQ,07:46,Yorkdale,08:15,Union Station,11.19,student
2023-09-28,L6LDC1B3PA,06:09,Oakville,06:28,Union Station,9.84,senior
2023-06-29,3B1SDM2TKL,06:47,Brampton,07:55,Union Station,8.09,student
2023-04-02,8LWWGR7QCX,08:45,Brampton,08:48,Union Station,7.41,student
2023-04-04,7LBWJESM4G,08:24,Oakville,08:48,Union Station,14.08,adult
2023-08-24,KGW6NNMV0L,08:09,Bloor,08:37,Union Station,13.16,senior
2023-07-18,SUHXQ4U2EM,07:09,Oakville,08:59,Union Station,9.61,student
2023-09-14,T32XXZ8T5S,06:30,Union Station,06:38,Union Station,13.29,student
2023-08-17,46J52P0SBO,08:58,Union Station,08:58,Union Station,7.54,senior
2023-01-16,4995OTP064,06:14,Hamilton,08:37,Union Station,5.92,senior
2023-08-25,ELUKCEJZCH,08:23,Union Station,08:31,Union Station,4.04,senior
2023-10-31,Y5XT1IIHEB,08:13,Union Station,08:59,Union Station,8.29,senior
2023-04-09,DZW53M5Q5S,08:01,Oakville,08:24,Union Station,14.99,senior
2023-07-05,DVUGGKG1WK,08:11,Union Station,08:36,Union Station,10.57,senior
2023-11-02,CPHR2KCAHR,06:43,Hamilton,06:53,Union Station,10.17,student
2023-11-27,G2SJTW094C,06:29,Union Station,07:57,Union Station,3.71,student
2023-10-22,2GZQPLSQXA,08:20,Pickering,08:21,Union Station,7.92,senior
2023-09-07,HNFZCCW461,07:30,Brampton,08:41,Union Station,9.51,student
2023-10-10,O33NLOPSM1,06:05,Scarborough,06:55,Union Station,5.72,adult
2023-02-08,LNS6GAYI72,08:41,Yorkdale,08:50,Union Station,9.33,adult
2023-12-26,7NIGPFMQB5,08:57,Yorkdale,08:57,Union Station,9.35,senior
2023-08-14,2M96HW71A6,08:22,Scarborough,08:47,Union Station,4.05,senior
2023-06-01,25KD1TGG1T,08:02,Yorkdale,08:35,Union Station,9.81,student
2023-11-04,5NEF9TH1OX,08:01,Hamilton,08:03,Union Station,14.67,senior
2023-08-27,RJZK7IRZ4G,06:11,Scarborough,06:59,Union Station,14.27,senior
2023-05-11,X03HQRXONL,08:10,Oakville,08:16,Union Station,3.93,senior
2023-11-05,RSR895NOTT,06:06,Brampton,08:30,Union Station,12.03,student
2023-08-26,8BUWB8EWPS,06:24,Scarborough,06:32,Union Station,5.45,adult
2023-09-05,RQNZTBRWXI,07:40,Yorkdale,08:13,Union Station,13.91,adult
2023-05-12,ZXEVJQ63CP,08:26,Scarborough,08:44,Union Station,14.64,senior
2023-03-29,95LCYOQZZO,06:42,Bloor,08:23,Union Station,8.93,student
2023-10-30,KXPPW6KSN7,06:00,Bloor,08:50,Union Station,12.41,senior
2023-05-16,OGVKOLSL14,06:44,Pickering,07:45,Union Station,10.91,student
2023-01-11,9G0HYYJOES,07:05,Scarborough,08:47,Union Station,9.63,senior
2023-08-12,GK9NBXRORW,06:29,Oakville,06:53,Union Station,9.91,senior
2023-10-20,0SMUX4UZKV,08:53,Hamilton,08:57,Union Station,9.2,adult
2023-01-16,GV871LHTTR,08:32,Hamilton,08:40,Union Station,6.64,student
2023-06-09,6YHBYNM3XS,07:15,Oakville,07:20,Union Station,5.61,student
2023-06-01,Z11DH3BL2Q,08:26,Brampton,08:38,Union Station,5.99,student
2023-12-20,RFF25XMMUM,06:24,Hamilton,08:51,Union Station,8.09,student
2023-02-27,XQCIZ75YKJ,07:36,Hamilton,07:46,Union Station,12.73,senior
2023-05-03,QB9WC9LDVG,06:19,Oakville,08:01,Union Station,12.22,senior
2023-11-29,GGXPKL0O6N,08:16,Oakville,08:51,Union Station,9.81,adult
2023-02-11,4JSCXRMO70,06:29,Union Station,08:41,Union Station,7.95,senior
2023-04-24,L2S2YQBI6R,08:04,Pickering,08:50,Union Station,8.48,senior
2023-01-18,BQ4LY3CA1C,06:21,Scarborough,06:35,Union Station,8.44,student
2023-07-25,EZRAWGF3GD,06:37,Yorkdale,07:26,Union Station,8.3,student
2023-03-06,S6PH9S7IIL,08:43,Bloor,08:51,Union Station,9.27,senior
2023-06-26,0EB78Y61RM,08:28,Pickering,08:36,Union Station,9.93,senior
2023-09-28,0DF6ZES563,07:55,Yorkdale,08:47,Union Station,11.29,student
2023-07-06,4F0KMZZCUW,06:15,Union Station,07:30,Union Station,6.74,senior
2023-09-29,HQ6AOAB6TH,07:54,Hamilton,08:20,Union Station,5.82,senior
2023-06-06,N9BA0OY8U6,07:16,Oakville,08:03,Union Station,5.83,senior
2023-10-04,92DA8MYL9W,06:14,Union Station,07:16,Union Station,12.88,senior
2023-12-06,UDZA0O7AUA,06:21,Bloor,08:14,Union Station,5.33,student
2023-12-26,ZTWMNPHHAB,08:30,Brampton,08:30,Union Station,5.26,student
2023-06-08,HYO6J9YBVC,06:31,Hamilton,08:07,Union Station,12.47,student
2023-01-10,MA0QACV9PV,07:16,Oakville,08:32,Union Station,5.17,senior
2023-08-18,R1MDK197JX,07:08,Pickering,07:46,Union Station,12.87,student
2023-08-23,0WG0ZRTTV1,06:54,Hamilton,07:46,Union Station,12.19,adult
2023-12-28,CXXC972NGI,07:52,Bloor,08:59,Union Station,8.48,senior
2023-06-18,WDNXFCMSHZ,07:50,Brampton,08:23,Union Station,10.4,adult
2023-12-18,LJFKWNP49W,06:18,Yorkdale,06:45,Union Station,4.46,adult
2023-11-08,7E40G2FEBX,08:51,Hamilton,08:51,Union Station,13.75,senior
